OrderNumber;OrderDate;OrderType;CustomerType;CustomerName;CustomerState;ProductCategory;ProductNumber;ProductName;Quantity;Price;Discount;OrderTotal
1000185;Jan 14, 2020;Wholesale;Business;Arturo Sun Inc.;New Mexico;Daisy;DS803;Curly Leaf Daisy;12,00;$29,99;$6,00;$353,88
1000186;Jan 14, 2020;Retail;Individual;Jon Yang;North Carolina;Rose;RS506;Heirloom Rose;1,00;$16,99;$0,00;$16,99
1000187;Jan 14, 2020;Wholesale;Business;Deanna Perez Group;Virginia;Rose;RS508;Ayrshire Rose;10,00;$15,50;$3,10;$151,90
1000188;Jan 14, 2020;Retail;Individual;Dylan Wang;Ohio;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1000189;Jan 14, 2020;Wholesale;Business;Christine Nara Inc.;North Carolina;Rose;RS521;Hybrid Musk;7,00;$19,50;$3,90;$132,60
1000190;Jan 14, 2020;Wholesale;Business;Beth Ortega Inc.;Ohio;Rose;RS509;Bourbon Rose;10,00;$19,99;$4,00;$195,90
1000191;Jan 14, 2020;Wholesale;Business;Melinda Romero LLC;District of Columbia;Sunflower;SF306;Chianti;8,00;$250,00;$50,00;$1.950,00
1000192;Jan 14, 2020;Retail;Individual;Destiny Rogers;Oklahoma;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1000193;Jan 14, 2020;Wholesale;Business;Jerome Torres Inc.;California;Orchid;OC204;Cymbidium Orchid;82,00;$89,00;$17,80;$7.280,20
1000194;Jan 15, 2020;Wholesale;Business;Carson Perry Inc.;Pennsylvania;Sunflower;SF306;Chianti;7,00;$250,00;$50,00;$1.700,00
1000195;Jan 15, 2020;Wholesale;Business;Sebastian Sanchez Inc.;Nevada;Daisy;DS811;Ox-Eye Daisy;8,00;$27,50;$5,50;$214,50
1000196;Jan 15, 2020;Wholesale;Business;Mindy Kumar Inc.;Virginia;Rose;RS501;Prairie Rose;5,00;$23,99;$4,80;$115,15
1000197;Jan 15, 2020;Wholesale;Business;Brianna Hughes LLC;Louisiana;Rose;RS106;China Rose;3,00;$8,99;$1,80;$25,17
1000198;Jan 15, 2020;Wholesale;Business;Arturo Sun Inc.;New Mexico;Daisy;DS809;Eastern Purple Coneflower;11,00;$42,99;$8,60;$464,29
1000199;Jan 15, 2020;Wholesale;Business;Brandi Sanz SkyKites;Florida;Sunflower;SF306;Chianti;8,00;$250,00;$50,00;$1.950,00
1000200;Jan 15, 2020;Wholesale;Business;Sharon Salavaria LLC;Washington;Rose;RS104;Beach Rose;38,00;$4,99;$1,00;$188,62
1000201;Jan 15, 2020;Wholesale;Business;Brooke Ramirez LLC;West Virginia;Rose;RS513;Tea Rose;8,00;$14,99;$3,00;$116,92
1000202;Jan 15, 2020;Wholesale;Business;Omar Raje Inc.;Virginia;Rose;RS108;Panda Robot Blueprint;8,00;$7,99;$1,60;$62,32
1000203;Jan 15, 2020;Retail;Individual;Bradley Jai;Texas;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1000204;Jan 15, 2020;Retail;Individual;Hailey Patterson;Pennsylvania;Orchid;OC602;Miltonia Orchid;1,00;$189,00;$0,00;$189,00
1000205;Jan 15, 2020;Wholesale;Business;Mandar Samant Inc.;California;Rose;RS514;Grandiflora;13,00;$23,99;$4,80;$307,07
1000206;Jan 15, 2020;Wholesale;Business;Eugene Zhao LLC;Texas;Rose;RS105;Portland Rose;32,00;$12,00;$2,40;$381,60
1000207;Jan 16, 2020;Retail;Individual;Noah Powell;Texas;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1000208;Jan 16, 2020;Wholesale;Business;Samantha Jenkins Innovations;New York;Orchid;OC204;Cymbidium Orchid;10,00;$89,00;$17,80;$872,20
1000209;Jan 16, 2020;Wholesale;Business;Vanessa Russell LLC;California;Orchid;OC602;Miltonia Orchid;10,00;$189,00;$37,80;$1.852,20
1000210;Jan 16, 2020;Wholesale;Business;Ryan Perry LLC;Minnesota;Rose;RS502;Rosa Glauca;11,00;$24,95;$4,99;$269,46
1000211;Jan 16, 2020;Retail;Individual;Rafael Tang;Texas;Rose;RS105;Portland Rose;1,00;$12,00;$0,00;$12,00
1000212;Jan 17, 2020;Wholesale;Business;Kari Mehta LTD;Minnesota;Rose;RS505;Climbing Rose;12,00;$14,99;$3,00;$176,88
1000213;Jan 17, 2020;Wholesale;Business;Alexandria Coleman LLC;Texas;Orchid;OC204;Cymbidium Orchid;9,00;$89,00;$17,80;$783,20
1000214;Jan 17, 2020;Retail;Individual;Alexis Hayes;Hawaii;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1000215;Jan 17, 2020;Wholesale;Business;Mario She Group;Utah;Rose;RS508;Ayrshire Rose;8,00;$15,50;$3,10;$120,90
1000216;Jan 17, 2020;Wholesale;Business;Jenny Nara Technologies;Utah;Rose;RS513;Tea Rose;5,00;$14,99;$3,00;$71,95
1000217;Jan 17, 2020;Retail;Individual;Caleb Perez;Louisiana;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1000218;Jan 17, 2020;Retail;Individual;Haley Powell;Pennsylvania;Orchid;OC206;Dendrobium Orchid;1,00;$119,00;$0,00;$119,00
1000219;Jan 17, 2020;Wholesale;Business;Jonathan Martinez Inc.;Kentucky;Rose;RS503;Multiflora Rose;3,00;$24,99;$5,00;$69,97
1000220;Jan 17, 2020;Retail;Individual;Ana Perry;District of Columbia;Sunflower;SF306;Chianti;4,00;$250,00;$0,00;$1.000,00
1000221;Jan 17, 2020;Retail;Individual;Damien Chander;California;Sunflower;SF703;Russian Mammoth;1,00;$549,00;$0,00;$549,00
1000222;Jan 17, 2020;Retail;Individual;Lucas Flores;New York;Sunflower;SF301;Little Becka;1,00;$399,00;$0,00;$399,00
1000223;Jan 17, 2020;Wholesale;Business;Kathryn Chapman LLC;California;Rose;RS521;Hybrid Musk;10,00;$19,50;$3,90;$191,10
1000224;Jan 17, 2020;Wholesale;Business;Ethan Anderson Group;New Hampshire;Daisy;DS809;Eastern Purple Coneflower;5,00;$42,99;$8,60;$206,35
1000225;Jan 17, 2020;Retail;Individual;Anthony Davis;Alabama;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1000226;Jan 17, 2020;Wholesale;Business;Logan Hernandez PlusSport;Florida;Sunflower;SF707;Italian White;65,00;$599,00;$119,80;$38.815,20
1000227;Jan 18, 2020;Wholesale;Business;Tristan Henderson LLC;Tennessee;Rose;RS513;Tea Rose;4,00;$14,99;$3,00;$56,96
1000228;Jan 18, 2020;Retail;Business;Ruth Madan Games;Massachusetts;Sunflower;SF306;Chianti;98,00;$250,00;$0,00;$24.500,00
1000229;Jan 18, 2020;Wholesale;Business;José Hernandez andSons;Washington;Rose;RS508;Ayrshire Rose;33,00;$15,50;$3,10;$508,40
1000230;Jan 18, 2020;Wholesale;Business;Kevin Baker College;Virginia;Orchid;OC603;Paphiopedlium Orchid;8,00;$189,00;$37,80;$1.474,20
1000231;Jan 18, 2020;Wholesale;Business;Beth Ortega Inc.;Ohio;Orchid;OC204;Cymbidium Orchid;4,00;$89,00;$17,80;$338,20
1000232;Jan 18, 2020;Wholesale;Business;Angela Henderson Inc.;Florida;Orchid;OC603;Paphiopedlium Orchid;8,00;$189,00;$37,80;$1.474,20
1000233;Jan 18, 2020;Retail;Individual;Ian Rodriguez;Virginia;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1000234;Jan 18, 2020;Retail;Individual;Spencer Russell;Tennessee;Orchid;OC206;Dendrobium Orchid;1,00;$119,00;$0,00;$119,00
1000235;Jan 18, 2020;Wholesale;Business;Kimberly Rivera Inc.;New Hampshire;Rose;RS109;Floribunda;10,00;$10,99;$2,20;$107,70
1000236;Jan 19, 2020;Wholesale;Business;Robyn Alvarez Educators;Ohio;Rose;RS108;Panda Robot Blueprint;5,00;$7,99;$1,60;$38,35
1000237;Jan 19, 2020;Retail;Individual;Ethan Moore;West Virginia;Sunflower;SF704;Giant Sungold;1,00;$699,00;$0,00;$699,00
1000238;Jan 19, 2020;Wholesale;Business;Chase Stewart LLC;Washington;Rose;RS521;Hybrid Musk;9,00;$19,50;$3,90;$171,60
1000239;Jan 19, 2020;Retail;Individual;Michele Suarez;California;Orchid;OC204;Cymbidium Orchid;2,00;$89,00;$0,00;$178,00
1000240;Jan 19, 2020;Retail;Individual;Dominique Malhotra;Arizona;Daisy;DS811;Ox-Eye Daisy;1,00;$27,50;$0,00;$27,50
1000241;Jan 19, 2020;Retail;Individual;Sebastian Brooks;Texas;Orchid;OC603;Paphiopedlium Orchid;1,00;$189,00;$0,00;$189,00
1000242;Jan 19, 2020;Wholesale;Business;Angela Sanders Inc.;Georgia;Daisy;DS813;English Daisy;6,00;$29,99;$6,00;$173,94
1000243;Jan 19, 2020;Wholesale;Business;Joseph Taylor Group;New York;Sunflower;SF303;Terracotta;7,00;$450,00;$90,00;$3.060,00
1000244;Jan 19, 2020;Retail;Individual;David Simmons;Michigan;Daisy;DS809;Eastern Purple Coneflower;1,00;$42,99;$0,00;$42,99
1000245;Jan 19, 2020;Wholesale;Business;Courtney Hernandez Inc.;Minnesota;Sunflower;SF703;Russian Mammoth;6,00;$549,00;$109,80;$3.184,20
1000246;Jan 19, 2020;Wholesale;Business;Marshall Sun andSons;Massachusetts;Rose;RS106;China Rose;13,00;$8,99;$1,80;$115,07
1000247;Jan 19, 2020;Retail;Business;Dustin Deng LLC;Illinois;Rose;RS509;Bourbon Rose;4,00;$19,99;$0,00;$79,96
1000248;Jan 19, 2020;Wholesale;Business;Carson Perry Inc.;Pennsylvania;Rose;RS514;Grandiflora;60,00;$23,99;$4,80;$1.434,60
1000249;Jan 19, 2020;Wholesale;Business;Jenny Nara Technologies;Utah;Daisy;DS803;Curly Leaf Daisy;37,00;$29,99;$6,00;$1.103,63
1000250;Jan 20, 2020;Wholesale;Business;Francisco Srini Inc.;Georgia;Orchid;OC202;Catasetum Orchid;77,00;$58,95;$11,79;$4.527,36
1000251;Jan 20, 2020;Wholesale;Business;Tamara Liang Inc.;Ohio;Sunflower;SF303;Terracotta;7,00;$450,00;$90,00;$3.060,00
1000252;Jan 20, 2020;Wholesale;Business;Tamara Liang Inc.;Ohio;Rose;RS101;Prickly Wild Rose;11,00;$9,99;$2,00;$107,89
1000253;Jan 20, 2020;Retail;Individual;Linda Ortega;Florida;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1000254;Jan 20, 2020;Wholesale;Business;Megan Rodriguez Inc.;Indiana;Orchid;OC208;Epidendrum Orchid;8,00;$167,00;$33,40;$1.302,60
1000255;Jan 20, 2020;Wholesale;Business;Alberto Ramos Inc.;Georgia;Rose;RS506;Heirloom Rose;11,00;$16,99;$3,40;$183,49
1000256;Jan 20, 2020;Retail;Individual;Xavier Long;Texas;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1000257;Jan 20, 2020;Wholesale;Business;Monique Ortega LLC;Tennessee;Sunflower;SF306;Chianti;83,00;$250,00;$50,00;$20.700,00
1000258;Jan 20, 2020;Retail;Individual;Morgan Blue;North Carolina;Rose;RS109;Floribunda;1,00;$10,99;$0,00;$10,99
1000259;Jan 20, 2020;Wholesale;Business;Megan Gray LLC;Mississippi;Orchid;OC602;Miltonia Orchid;3,00;$189,00;$37,80;$529,20
1000260;Jan 20, 2020;Wholesale;Business;Sydney Cook Group;Maryland;Daisy;DS809;Eastern Purple Coneflower;5,00;$42,99;$8,60;$206,35
1000261;Jan 20, 2020;Wholesale;Business;Jamie Liang Productions;Florida;Orchid;OC204;Cymbidium Orchid;3,00;$89,00;$17,80;$249,20
1000262;Jan 20, 2020;Wholesale;Business;Courtney Hernandez Inc.;Minnesota;Rose;RS513;Tea Rose;10,00;$14,99;$3,00;$146,90
1000263;Jan 20, 2020;Retail;Individual;Katherine Bryant;Massachusetts;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1000264;Jan 20, 2020;Wholesale;Business;Joe Torres Group;New York;Daisy;DS809;Eastern Purple Coneflower;3,00;$42,99;$8,60;$120,37
1000265;Jan 20, 2020;Wholesale;Business;Amy Huang Group;North Carolina;Rose;RS109;Floribunda;12,00;$10,99;$2,20;$129,68
1000266;Jan 21, 2020;Retail;Individual;Bethany Chande;Georgia;Rose;RS104;Beach Rose;1,00;$4,99;$0,00;$4,99
1000267;Jan 21, 2020;Wholesale;Business;Seth Alexander Group;Illinois;Rose;RS504;Shining Rose;7,00;$12,99;$2,60;$88,33
1000268;Jan 21, 2020;Retail;Individual;Wendy Alvarez;Kansas;Orchid;OC606;Vanda Orchid;1,00;$222,00;$0,00;$222,00
1000269;Jan 21, 2020;Retail;Individual;Victoria Morris;Massachusetts;Orchid;OC607;Zygopetalum Orchid;1,00;$245,00;$0,00;$245,00
1000270;Jan 21, 2020;Wholesale;Business;Zoe Murphy Group;Louisiana;Daisy;DS803;Curly Leaf Daisy;97,00;$29,99;$6,00;$2.903,03
1000271;Jan 21, 2020;Wholesale;Business;Jonathan Hill Group;Idaho;Rose;RS104;Beach Rose;5,00;$4,99;$1,00;$23,95
1000272;Jan 21, 2020;Retail;Individual;Luke Diaz;District of Columbia;Sunflower;SF307;Moulin Rouge;1,00;$499,00;$0,00;$499,00
1000273;Jan 21, 2020;Retail;Individual;Stephanie Collins;Michigan;Rose;RS503;Multiflora Rose;1,00;$24,99;$0,00;$24,99
1000274;Jan 21, 2020;Retail;Individual;Krystal Hu;South Carolina;Daisy;DS813;English Daisy;1,00;$29,99;$0,00;$29,99
1000275;Jan 21, 2020;Retail;Individual;Sarah Price;Massachusetts;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1000276;Jan 22, 2020;Wholesale;Business;Jorge Hu Group;Alabama;Sunflower;SF305;Ms. Mars;10,00;$455,00;$91,00;$4.459,00
1000277;Jan 22, 2020;Retail;Individual;Jay Romero;New York;Orchid;OC605;Psychopsis Orchid;2,00;$214,00;$0,00;$428,00
1000278;Jan 22, 2020;Wholesale;Business;Jenny Nara Technologies;Utah;Rose;RS106;China Rose;3,00;$8,99;$1,80;$25,17
1000279;Jan 22, 2020;Wholesale;Business;Nelson Carlson LLC;Washington;Rose;RS102;Carolina Rose;79,00;$8,99;$1,80;$708,41
1000280;Jan 22, 2020;Wholesale;Business;Ashley Lewis LLC;Nebraska;Sunflower;SF301;Little Becka;7,00;$399,00;$79,80;$2.713,20
1000281;Jan 22, 2020;Wholesale;Business;Levi Arun Inc.;New York;Daisy;DS803;Curly Leaf Daisy;9,00;$29,99;$6,00;$263,91
1000282;Jan 22, 2020;Wholesale;Business;Brianna Hughes LLC;Louisiana;Orchid;OC606;Vanda Orchid;11,00;$225,00;$45,00;$2.430,00
1000283;Jan 22, 2020;Wholesale;Business;Marc Ruiz Group;Delaware;Sunflower;SF306;Chianti;9,00;$250,00;$50,00;$2.200,00
1000284;Jan 22, 2020;Wholesale;Business;Casey Sharma LLC;South Dakota;Rose;RS104;Beach Rose;12,00;$4,99;$1,00;$58,88
1000285;Jan 22, 2020;Wholesale;Business;Courtney Hernandez Inc.;Minnesota;Daisy;DS803;Curly Leaf Daisy;6,00;$29,99;$6,00;$173,94
1000286;Jan 22, 2020;Wholesale;Business;Melinda Romero LLC;District of Columbia;Rose;RS110;Noisette Rose;12,00;$11,99;$2,40;$141,48
1000287;Jan 22, 2020;Wholesale;Business;Zoe Ramirez LLC;California;Daisy;DS802;Mojave Desert Star;57,00;$49,95;$9,99;$2.837,16
1000288;Jan 23, 2020;Retail;Individual;Kaitlin Sanchez;District of Columbia;Daisy;DS802;Mojave Desert Star;1,00;$49,95;$0,00;$49,95
1000289;Jan 23, 2020;Wholesale;Business;Arturo Sun Inc.;New Mexico;Daisy;DS809;Eastern Purple Coneflower;13,00;$42,99;$8,60;$550,27
1000290;Jan 23, 2020;Wholesale;Business;Lauren Walker;Oklahoma;Orchid;OC203;Cycnoches Orchid;10,00;$69,00;$13,80;$676,20
1000291;Jan 23, 2020;Wholesale;Business;Susan Yang;California;Orchid;OC602;Miltonia Orchid;10,00;$190,00;$38,00;$1.862,00
1000292;Jan 23, 2020;Wholesale;Business;Luke Adams Inc.;California;Rose;RS513;Tea Rose;6,00;$14,99;$3,00;$86,94
1000293;Jan 23, 2020;Retail;Individual;Amanda Evans;Massachusetts;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1000294;Jan 23, 2020;Retail;Individual;James Jai;New York;Rose;RS519;Alba Rose;1,00;$16,75;$0,00;$16,75
1000295;Jan 23, 2020;Retail;Individual;Audrey Ramos;North Carolina;Sunflower;SF705;Suntastic Yellow;2,00;$684,00;$0,00;$1.368,00
1000296;Jan 23, 2020;Wholesale;Business;Chloe Nelson AITech;Arizona;Rose;RS514;Grandiflora;104,00;$23,99;$4,80;$2.490,16
1000297;Jan 23, 2020;Wholesale;Business;Gabriella Morris LLC;California;Orchid;OC209;Lycaste Orchid;47,00;$179,00;$35,80;$8.377,20
1000298;Jan 24, 2020;Wholesale;Business;Philip Carlson Group;Florida;Daisy;DS811;Ox-Eye Daisy;8,00;$27,50;$5,50;$214,50
1000299;Jan 24, 2020;Retail;Individual;Gloria Romero;District of Columbia;Daisy;DS810;Gerbera Virdifolia;1,00;$44,95;$0,00;$44,95
1000300;Jan 24, 2020;Retail;Individual;Eduardo Diaz;Florida;Orchid;OC208;Epidendrum Orchid;1,00;$167,00;$0,00;$167,00
1000301;Jan 24, 2020;Wholesale;Business;Deanna Ramos Group;Iowa;Daisy;DS806;Shasta Daisy;5,00;$49,00;$9,80;$235,20
1000302;Jan 24, 2020;Wholesale;Business;James Williams Inc..;California;Orchid;OC603;Paphiopedlium Orchid;9,00;$189,00;$37,80;$1.663,20
1000303;Jan 24, 2020;Wholesale;Business;Robyn Alvarez Educators;Ohio;Rose;RS104;Beach Rose;9,00;$4,99;$1,00;$43,91
1000304;Jan 24, 2020;Wholesale;Business;Brett Sanchez andSons;Arizona;Daisy;DS804;Chrysanthemum Daisy;4,00;$37,99;$7,60;$144,36
1000305;Jan 24, 2020;Wholesale;Business;Alexia Price ITInc.;Ohio;Rose;RS513;Tea Rose;12,00;$14,99;$3,00;$176,88
1000306;Jan 24, 2020;Retail;Individual;Keith Andersen;Illinois;Sunflower;SF306;Chianti;1,00;$250,00;$0,00;$250,00
1000307;Jan 24, 2020;Wholesale;Business;Deanna Ramos Group;Iowa;Rose;RS107;French Rose;9,00;$12,00;$2,40;$105,60
1000308;Jan 25, 2020;Wholesale;Business;Albert Moreno andSons;Kansas;Sunflower;SF706;Firecracker;6,00;$883,00;$176,60;$5.121,40
1000309;Jan 25, 2020;Wholesale;Business;Amy Huang Group;North Carolina;Rose;RS104;Beach Rose;8,00;$4,99;$1,00;$38,92
1000310;Jan 25, 2020;Wholesale;Business;Joseph Taylor Group;New York;Sunflower;SF704;Giant Sungold;12,00;$699,00;$139,80;$8.248,20
1000311;Jan 25, 2020;Retail;Individual;Orlando Vazquez;Kentucky;Orchid;OC602;Miltonia Orchid;1,00;$189,00;$0,00;$189,00
1000312;Jan 25, 2020;Wholesale;Business;Amy Huang Group;North Carolina;Rose;RS521;Hybrid Musk;8,00;$19,50;$3,90;$152,10
1000313;Jan 25, 2020;Retail;Individual;Melody Moreno;Michigan;Rose;RS513;Tea Rose;1,00;$14,99;$0,00;$14,99
1000314;Jan 25, 2020;Wholesale;Business;Lacey Huang andSons;Arkansas;Orchid;OC605;Psychopsis Orchid;81,00;$214,00;$42,80;$17.291,20
1000315;Jan 25, 2020;Retail;Individual;Cedric She;Kansas;Rose;RS509;Bourbon Rose;1,00;$19,99;$0,00;$19,99
1000316;Jan 25, 2020;Wholesale;Business;Frank Navarro LLC;California;Orchid;OC204;Cymbidium Orchid;9,00;$89,00;$17,80;$783,20
1000317;Jan 25, 2020;Wholesale;Business;Eugene Zhao LLC;Texas;Orchid;OC201;Phalaenopsis Orchid;13,00;$54,00;$10,80;$691,20
1000318;Jan 25, 2020;Retail;Individual;Larry Vazquez;North Carolina;Rose;RS106;China Rose;1,00;$8,99;$0,00;$8,99
1000319;Jan 25, 2020;Retail;Individual;Curtis Lu;Pennsylvania;Orchid;OC201;Phalaenopsis Orchid;2,00;$54,00;$0,00;$108,00
1000320;Jan 26, 2020;Wholesale;Business;Francisco Srini Inc.;Georgia;Rose;RS504;Shining Rose;6,00;$12,99;$2,60;$75,34
1000321;Jan 26, 2020;Wholesale;Business;Chase Stewart LLC;Washington;Rose;RS104;Beach Rose;7,00;$4,99;$1,00;$33,93
1000322;Jan 26, 2020;Retail;Individual;Jessie Cai;Ohio;Daisy;DS805;Barberton Daisy;1,00;$49,00;$0,00;$49,00
1000323;Jan 26, 2020;Retail;Individual;Alexis Diaz;Pennsylvania;Rose;RS519;Alba Rose;1,00;$16,75;$0,00;$16,75
1000324;Jan 26, 2020;Retail;Individual;Bethany She;Ohio;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1000325;Jan 26, 2020;Wholesale;Business;Brenda Stone;California;Orchid;OC606;Vanda Orchid;4,00;$223,00;$44,60;$847,40
1000326;Jan 26, 2020;Wholesale;Business;Casey Kumar Inc.;Idaho;Orchid;OC606;Vanda Orchid;63,00;$225,00;$45,00;$14.130,00
1000327;Jan 26, 2020;Wholesale;Business;Louis Liang Inc.;Florida;Rose;RS107;French Rose;8,00;$12,00;$2,40;$93,60
1000328;Jan 26, 2020;Wholesale;Business;Hailey Collins Security;Missouri;Rose;RS104;Beach Rose;8,00;$4,99;$1,00;$38,92
1000329;Jan 26, 2020;Wholesale;Business;Megan Martin LightInc..;Washington;Rose;RS104;Beach Rose;4,00;$4,99;$1,00;$18,96
1000330;Jan 26, 2020;Wholesale;Business;Meredith Alvarez LLC;Texas;Rose;RS513;Tea Rose;11,00;$14,99;$3,00;$161,89
1000331;Jan 26, 2020;Wholesale;Business;Jose Flores Group;Michigan;Daisy;DS811;Ox-Eye Daisy;5,00;$27,50;$5,50;$132,00
1000332;Jan 26, 2020;Wholesale;Business;Nicholas Robinson LLC;Arizona;Rose;RS107;French Rose;9,00;$12,00;$2,40;$105,60
1000333;Jan 26, 2020;Retail;Individual;Nathaniel Richardson;Texas;Rose;RS520;Rogusa Rose;1,00;$17,50;$0,00;$17,50
1000334;Jan 27, 2020;Retail;Individual;Kelsey Raje;California;Rose;RS507;White Rose of York;1,00;$13,99;$0,00;$13,99
1000335;Jan 27, 2020;Retail;Individual;Lucas King;Texas;Daisy;DS806;Shasta Daisy;1,00;$49,00;$0,00;$49,00
1000336;Jan 27, 2020;Wholesale;Business;Carrie Ortega Inc.;Colorado;Daisy;DS805;Barberton Daisy;6,00;$49,00;$9,80;$284,20
1000337;Jan 27, 2020;Retail;Individual;Madison Bennett;New Jersey;Daisy;DS807;Osteospermum Daisy;1,00;$32,95;$0,00;$32,95
1000338;Jan 27, 2020;Wholesale;Business;Jonathan Martinez Inc.;Kentucky;Orchid;OC202;Catasetum Orchid;27,00;$58,95;$11,79;$1.579,86
1000339;Jan 27, 2020;Wholesale;Business;Mario She Group;Utah;Daisy;DS808;Pale Purple Coneflower;4,00;$34,99;$7,00;$132,96
1000340;Jan 27, 2020;Wholesale;Business;Jamie Liang Productions;Florida;Daisy;DS810;Gerbera Virdifolia;12,00;$44,95;$8,99;$530,41
1000341;Jan 27, 2020;Retail;Individual;Christopher Johnson;Ohio;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1000342;Jan 27, 2020;Wholesale;Business;Megan Rodriguez Inc.;Indiana;Orchid;OC203;Cycnoches Orchid;3,00;$69,00;$13,80;$193,20
1000343;Jan 28, 2020;Wholesale;Business;Louis Liang Inc.;Florida;Rose;RS106;China Rose;3,00;$8,99;$1,80;$25,17
1000344;Jan 28, 2020;Wholesale;Business;Ruben Rodriguez andSons;Louisiana;Daisy;DS807;Osteospermum Daisy;7,00;$32,95;$6,59;$224,06
1000345;Jan 28, 2020;Retail;Individual;Karla She;Florida;Rose;RS108;Panda Robot Blueprint;1,00;$7,99;$0,00;$7,99
1000346;Jan 28, 2020;Wholesale;Business;Carson Perry Inc.;Pennsylvania;Daisy;DS813;English Daisy;3,00;$29,99;$6,00;$83,97
1000347;Jan 28, 2020;Retail;Individual;Marcus Wright;Hawaii;Sunflower;SF305;Ms. Mars;1,00;$455,00;$0,00;$455,00
1000348;Jan 28, 2020;Wholesale;Business;Chloe Nelson AITech;Arizona;Rose;RS108;Panda Robot Blueprint;9,00;$7,99;$1,60;$70,31
1000349;Jan 28, 2020;Wholesale;Business;Megan Gray LLC;Mississippi;Sunflower;SF706;Firecracker;13,00;$883,00;$176,60;$11.302,40
1000350;Jan 28, 2020;Retail;Business;Devin Wilson LLC;Virginia;Daisy;DS809;Eastern Purple Coneflower;4,00;$42,99;$0,00;$171,96
1000351;Jan 28, 2020;Retail;Individual;Heidi Subram;Wisconsin;Daisy;DS804;Chrysanthemum Daisy;1,00;$37,99;$0,00;$37,99
1000352;Jan 29, 2020;Wholesale;Business;Manuel Sara Group;Missouri;Sunflower;SF306;Chianti;5,00;$250,00;$50,00;$1.200,00
1000353;Jan 29, 2020;Wholesale;Business;Amanda Adams International;West Virginia;Rose;RS102;Carolina Rose;3,00;$8,99;$1,80;$25,17
1000354;Jan 29, 2020;Retail;Individual;Tamara Sharma;Colorado;Rose;RS514;Grandiflora;1,00;$23,99;$0,00;$23,99
1000355;Jan 29, 2020;Retail;Individual;Francisco Martinez;Georgia;Daisy;DS803;Curly Leaf Daisy;1,00;$29,99;$0,00;$29,99
1000356;Jan 29, 2020;Wholesale;Business;Ryan Perry LLC;Minnesota;Rose;RS102;Carolina Rose;6,00;$8,99;$1,80;$52,14
1000357;Jan 29, 2020;Wholesale;Business;Chase Cox Group;Illinois;Rose;RS509;Bourbon Rose;23,00;$19,99;$4,00;$455,77
1000358;Jan 29, 2020;Wholesale;Business;Victoria Wood LLC;California;Daisy;DS808;Pale Purple Coneflower;78,00;$34,99;$7,00;$2.722,22
1000359;Jan 30, 2020;Wholesale;Business;Seth Anderson LLC;Wyoming;Orchid;OC206;Dendrobium Orchid;10,00;$119,00;$23,80;$1.166,20
1000360;Jan 30, 2020;Wholesale;Business;Cesar Srini Inc.;Illinois;Orchid;OC203;Cycnoches Orchid;6,00;$69,00;$13,80;$400,20
1000361;Jan 30, 2020;Wholesale;Business;Luis Wang Company;Missouri;Daisy;DS808;Pale Purple Coneflower;11,00;$34,99;$7,00;$377,89
1000362;Jan 30, 2020;Retail;Individual;Damien Hu;New York;Rose;RS101;Prickly Wild Rose;1,00;$9,99;$0,00;$9,99
1000363;Jan 30, 2020;Retail;Individual;Ernest Zeng;South Dakota;Orchid;OC203;Cycnoches Orchid;1,00;$69,00;$0,00;$69,00
1000364;Jan 30, 2020;Retail;Individual;Tamara Chander;North Carolina;Rose;RS502;Rosa Glauca;1,00;$24,95;$0,00;$24,95
1000365;Jan 30, 2020;Wholesale;Business;Jasmine Taylor Inc.;Maryland;Rose;RS501;Prairie Rose;13,00;$23,99;$4,80;$307,07
1000366;Jan 30, 2020;Wholesale;Business;Byron Vazquez Group;Tennessee;Rose;RS512;Hybrid Perpetual;3,00;$24,95;$4,99;$69,86
1000367;Jan 30, 2020;Wholesale;Business;Jennifer Campbell Security;Pennsylvania;Rose;RS104;Beach Rose;12,00;$4,99;$1,00;$58,88
1000368;Jan 30, 2020;Retail;Business;Ryan Smith Inc.;Georgia;Rose;RS521;Hybrid Musk;74,00;$19,50;$0,00;$1.443,00
1000369;Jan 30, 2020;Wholesale;Business;Devin Martinez Inc.;North Carolina;Orchid;OC603;Paphiopedlium Orchid;89,00;$189,00;$37,80;$16.783,20
